,directory,hotel,review,score,sentiment
2076,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/629197/507716860.html,Wild Rose Inn,"""First time to Moncton, we travelled with our 11 month old.  Chose 2 places to stay,  our first night was spent here at the Wild Rose.   \nIt was excellent.  What I liked:  the \""honeymoon\"" suite is spacious,  it's quiet,  the hosts aren't in your face (actually we really only saw them at breakfast- and we like that!)  We had our own entrance from outside, which made it feel more private.  The breakfast was nice,  it's really all you need ( 2 strips bacon, eggs and toast) lots of yogurt and fruit.    The large hot tub in room was why I chose this and it was very nice to relax in. \nIf you are in need of the microwave, it's in the main part of the inn, in the kitchen.  So I guess that could be listed as a minor con (and that's not a deal breaker), also room lighting is pretty dim and under the bed could use a sweep (when you travel with a baby you have to check all the nooks & crannies to make sure he didn't accidentally throw his things lol) so that's how i noticed under the bed. \nnot a far drive to the city at all!\nOverall, nice place to stay-  I would return!\n",4,positive
2077,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/629197/591032478.html,Wild Rose Inn,"""We arrived for a four night stay and we were given an upgrade room. Lovely,  really spacious and clean. Our room overlooked the back yard area with a great balcony. Lots of parking as well. Breakfasts were incuded and loved the full selections. The hosts were charming and we talked them up and loved hearing a bit of their life story. The grounds were immaculate and the hosts were extremely hard working. They would do anything for us, even before we asked. Great all around experience and we will come back again. Highly recommend!",5,positive
2078,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/629197/172888473.html,Wild Rose Inn,"""While I wouldn't give this B&B a 5-star rating, I would say that this was a surprisingly nice place to stay. We stayed for 2 nights and really enjoyed our visit. The room was nicely decorated, as was the rest of the hotel, and it was very clean. (I am scrupulous about cleanliness and happily my standards were met). The bed was comfortable and lots of thoughtful items were in the room, such as a candle with matches, a wine opener, bubble bath for the whirlpool tub, some complimentary drinks in the fridge, and earplugs for the train - which only came by twice and didn't require the earplugs). The breakfast was fine but wasn't the greatest. The food was a bit cold, and as a vegetarian, I would have preferred a bigger variety of food on offer, such as potatoes, as I only had scrambled eggs and toast. The only downside was that the bed was quite squeaky (hmmm, can I say, awkward?) and the walls were thin enough that I could hear a man in the next room snoring. The owners were very lovely and helpful. So all this being said, we toured around Moncton quite a bit, and I feel pretty confident that this is the nicest place you'll find to stay at while you're visiting the area.",4,positive
2079,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/629197/417202473.html,Wild Rose Inn,"""The Wild Rose is  a beautiful inn, the rose theme is carried out in the colors, pictures and the tea cups on the breakfast table. The rooms are spacious and comfortable. Linens are soft and fresh. The breakfast was tasty and served hot. What else can you say about an inn. The roses outside were lovely also.",5,positive
2080,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/629197/406697981.html,Wild Rose Inn,"""My husband and I stayed in a lovely and very comfortable suite at the Wild Rose Inn!  We had everything we needed.....A\u002FC, a good sized bathroom, king bed, sitting area with a flat screen TV and comfortable seating, coffee maker (that we used for making tea as well), a small fridge.  The breakfast was as substantial as you would like to make it.  We were offered eggs and bacon, but we preferred cereal, fruit, juice, toast.  The owners were very congenial and helpful. They do not serve dinner on the premises, but there are two great restaurants close by that we tried and enjoyed very much.  We look forward to returning to this inn the next time we need a place to stay in Moncton!",4,positive
2081,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/629197/550164703.html,Wild Rose Inn,"""Stayed here in December and I was very impressed. We were welcomed by the friendly owner with a fast check in. It was super clean and the room was so nice it was full of antique furniture. I will for sure be going back. ",5,positive
2082,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/629197/720693149.html,Wild Rose Inn,"""Very clean rooms,  great property, very private.    hosts always around if needed.  Quiet area.  Would definitely  stay again.  Always nice having breakfast included. Large parking area.  Close to highway  but can not hear any traffic noise\n\n",5,positive
2083,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/629197/363848482.html,Wild Rose Inn,"""Very nice place to stay the room is big and very clean the owner is very nice people I going there every time I am very happy for the service thanks you my friend I recommend all my friends to book a room at the Wild Rose Inn the parking free to travel for work in west coast like me is very nice car is safe close to the airport \nThanks you for all the services isn't very nice \uD83D\uDC4D\n",5,positive
2084,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/629197/281012233.html,Wild Rose Inn,"""We stayed here for a night while golfing at Fox Creek which was only 10 minutes away.  The owners are a very nice and personable Chinese couple, and this is their family business.  \nThe room was very spacious, comfortable, and clean, and we would not hesitate to stay here again.  There was a nice patio and some very well-maintained gardens.\n\nBreakfast was scrambled eggs (very fresh) and excellent bacon.  My only critique is there was no apparent choice  and while well done - I usually  expect some choice and more creativity when it comes the breakfast at a B&B.  I did mention this to the owner and would guess that they will be doing more in the future.",5,positive
2085,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/629197/316966537.html,Wild Rose Inn,"""This place won't be for everyone (it's definitely rural) but it's a very nice inn in a quiet area with large well-landscaped grounds.  My room was a good size with a balcony, and was nicely decorated with antiques.  WIFI in the room was good.  My only complaint is the lack of counter space in the bathroom.  Since everyone room is different, other rooms may not have this problem.  \n\nA particular treat was the shrub roses in the front yard, which were still blooming in September and were very fragrant.",4,positive
2086,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/629197/254707377.html,Wild Rose Inn,"""My wife and I booked a stay for Valentine's Day, 2015. Anyone who was in the Moncton area at that time can guess what happened next. The one-night stay ended up being a three-night stay, thanks to the \""Storm of the Century\"".\n\nWe stayed in two different rooms in the older part of the Inn, so I can't speak to the quality of the newer, fancier rooms\u002Fsuites. The older rooms are tastefully decorated and large enough to be comfortable and not claustrophobic like some Inns I have stayed in. The beds aren't the most comfortable I have ever slept in, but not as bad as many I have slept in. All of the furniture is a antique-ish and the bedside tables in the second room we stayed in seemed quite fragile. The bathrooms are clean and modern, but the water pressure is lacking a bit and it can take quite some time to get hot water out of the sink faucet. The TVs are quite small (around 24\""), which normally isn't an issue for me, but we were snowbound for a couple of days so a larger TV with more than basic cable would have been nice. The free high-speed WiFi helped because I was able to access Netflix on my tablet and phone to help ease the boredom. Breakfast was simple but tasty: Scrambled eggs, bacon\u002Fsausage, toast, coffee\u002Ftea, fruit juice, yogurt, fresh fruit. The Inn normally serves only breakfast, but it's close to the city and there's a bistro and a sushi place quite close to the Inn that offer a discount to Inn guests.\n\nThere are two reasons for me giving this facility a 5-star rating, even though I did do some nitpicking in my previous paragraph: (1) the normal rate for the older rooms we stayed in is already relatively inexpensive and a decent value, but the owners discounted our rate further because we were stuck there due to the storm. (2) the owners of the Inn are two of the nicest people you will ever meet.\n\nThey are very gracious hosts. They were ever so apologetic for us being snowbound at the Inn, even though it was obviously beyond their control. They apologized repeatedly, called the Department of Transportation numerous times to try to get the road cleared so we could leave, and even paid a neighbour with a tractor-mounted snowblower to try to clear the road enough for us to get out and would not allow us to chip in a few bucks for the bill (the neighbour also ended up declining payment). When it turned out the snow was too much even for the neighbour's machine, the owners again apologized. Even though they are only equipped and stocked to serve breakfast, they did their best to feed us each night we were stranded, again apologizing that it wasn't a three-course meal.\n\nI can think of worse places to be stranded for a couple of extra nights and I can think of worse people to be stranded with. The Auberge Wild Rose Inn is a quaint B&B-style Inn that is great value, in a good location, with spectacular owners. My wife and I will probably return to the Inn and try one of the newer suites with a whirlpool tub, but I think we'll do it in the summer. ;)",5,positive
